GeneID	LOC	DCAR	Source
108203027	LOC108203027	DCAR_029430	NCBI Gene ESummary
108203028	LOC108203028	DCAR_029286	NCBI Gene ESummary
108203029	LOC108203029	DCAR_0933720	NCBI Gene ESummary
108203030	LOC108203030	DCAR_030522	NCBI Gene ESummary
108203031	LOC108203031	DCAR_003226	NCBI Gene ESummary
108203032	LOC108203032	DCAR_030937	NCBI Gene ESummary
108203033	LOC108203033	DCAR_030938	NCBI Gene ESummary
108203034	LOC108203034	DCAR_030525	NCBI Gene ESummary
108203035	LOC108203035	DCAR_029171	NCBI Gene ESummary
108203036	LOC108203036	DCAR_029720	NCBI Gene ESummary
108203037	LOC108203037	DCAR_029074	NCBI Gene ESummary
108203038	LOC108203038	DCAR_002759	NCBI Gene ESummary
108203039	LOC108203039	DCAR_029965	NCBI Gene ESummary
108203040	LOC108203040	DCAR_029705	NCBI Gene ESummary
108203041	LOC108203041	DCAR_029940	NCBI Gene ESummary
108203042	LOC108203042	DCAR_029941	NCBI Gene ESummary
108203043	LOC108203043	DCAR_031167	NCBI Gene ESummary
108203044	LOC108203044	DCAR_002761	NCBI Gene ESummary
108203045	LOC108203045	DCAR_031189	NCBI Gene ESummary
108203046	LOC108203046	DCAR_031207	NCBI Gene ESummary
108203047	LOC108203047	DCAR_031057	NCBI Gene ESummary
108203048	LOC108203048	DCAR_031058	NCBI Gene ESummary
108203049	LOC108203049	DCAR_030472	NCBI Gene ESummary
108203050	LOC108203050	DCAR_0935400	NCBI Gene ESummary
108203051	LOC108203051	DCAR_002760	NCBI Gene ESummary
108203052	LOC108203052	DCAR_030589	NCBI Gene ESummary
108203053	LOC108203053	DCAR_030860	NCBI Gene ESummary
108203054	LOC108203054	DCAR_030211	NCBI Gene ESummary
108203055	LOC108203055	DCAR_0935088	NCBI Gene ESummary
108203057	LOC108203057	DCAR_0102897	NCBI Gene ESummary
108203058	LOC108203058	DCAR_030252	NCBI Gene ESummary
108203059	LOC108203059	DCAR_0935137	NCBI Gene ESummary
108203060	LOC108203060	DCAR_0933359	NCBI Gene ESummary
108203061	LOC108203061	DCAR_030221	NCBI Gene ESummary
108203062	LOC108203062	DCAR_029633	NCBI Gene ESummary
108203063	LOC108203063	DCAR_0935907	NCBI Gene ESummary
108203064	LOC108203064	DCAR_029605	NCBI Gene ESummary
108203065	LOC108203065	DCAR_030638	NCBI Gene ESummary
108203066	LOC108203066	DCAR_030726	NCBI Gene ESummary
108203067	LOC108203067	DCAR_0933940	NCBI Gene ESummary
108203069	LOC108203069	DCAR_029986	NCBI Gene ESummary
108203070	LOC108203070	DCAR_029309	NCBI Gene ESummary
108203071	LOC108203071	DCAR_029212	NCBI Gene ESummary
108203072	LOC108203072	DCAR_030881	NCBI Gene ESummary
108203073	LOC108203073	DCAR_030882	NCBI Gene ESummary
108203074	LOC108203074	DCAR_029980	NCBI Gene ESummary
108203075	LOC108203075	DCAR_030969	NCBI Gene ESummary
108203076	LOC108203076	DCAR_001144	NCBI Gene ESummary
108203077	LOC108203077	DCAR_030859	NCBI Gene ESummary
108203078	LOC108203078	DCAR_031094	NCBI Gene ESummary
108203079	LOC108203079	DCAR_030220	NCBI Gene ESummary
108203082	LOC108203082	DCAR_029856	NCBI Gene ESummary
108203083	LOC108203083	DCAR_030704	NCBI Gene ESummary
108203084	LOC108203084	DCAR_029371	NCBI Gene ESummary
108203085	LOC108203085	DCAR_029626	NCBI Gene ESummary
108203086	LOC108203086	DCAR_029627	NCBI Gene ESummary
108203087	LOC108203087	DCAR_001613	NCBI Gene ESummary
108203088	LOC108203088	DCAR_0934135	NCBI Gene ESummary
108203089	LOC108203089	DCAR_0934134	NCBI Gene ESummary
108203090	LOC108203090	DCAR_029339	NCBI Gene ESummary
108203091	LOC108203091	DCAR_030482	NCBI Gene ESummary
108203092	LOC108203092	DCAR_029468	NCBI Gene ESummary
108203093	LOC108203093	DCAR_029604	NCBI Gene ESummary
108203094	LOC108203094	DCAR_029744	NCBI Gene ESummary
108203095	LOC108203095	DCAR_002711	NCBI Gene ESummary
108203096	LOC108203096	DCAR_029974	NCBI Gene ESummary
108203097	LOC108203097	DCAR_031052	NCBI Gene ESummary
108203098	LOC108203098	DCAR_030307	NCBI Gene ESummary
108203099	LOC108203099	DCAR_030968	NCBI Gene ESummary
108203100	LOC108203100	DCAR_029968	NCBI Gene ESummary
108203101	LOC108203101	DCAR_029433	NCBI Gene ESummary
108203102	LOC108203102	DCAR_030134	NCBI Gene ESummary
108203103	LOC108203103	DCAR_030133	NCBI Gene ESummary
108203104	LOC108203104	DCAR_029525	NCBI Gene ESummary
108203105	LOC108203105	DCAR_029927	NCBI Gene ESummary
108203106	LOC108203106	DCAR_029530	NCBI Gene ESummary
108203107	LOC108203107	DCAR_0935010	NCBI Gene ESummary
108203108	LOC108203108	DCAR_029495	NCBI Gene ESummary
108203109	LOC108203109	DCAR_031208	NCBI Gene ESummary
108203110	LOC108203110	DCAR_030324	NCBI Gene ESummary
108203111	LOC108203111	DCAR_029427	NCBI Gene ESummary
108203112	LOC108203112	DCAR_031072	NCBI Gene ESummary
108203113	LOC108203113	DCAR_031073	NCBI Gene ESummary
108203114	LOC108203114	DCAR_031071	NCBI Gene ESummary
108203115	LOC108203115	DCAR_002820	NCBI Gene ESummary
108203116	LOC108203116	DCAR_029769	NCBI Gene ESummary
108203117	LOC108203117	DCAR_029554	NCBI Gene ESummary
108203118	LOC108203118	DCAR_0935538	NCBI Gene ESummary
108203119	LOC108203119	DCAR_029634	NCBI Gene ESummary
108203120	LOC108203120	DCAR_029071	NCBI Gene ESummary
108203121	LOC108203121	DCAR_029149	NCBI Gene ESummary
108203122	LOC108203122	DCAR_030780	NCBI Gene ESummary
108203123	LOC108203123	DCAR_030342	NCBI Gene ESummary
108203124	LOC108203124	DCAR_0104487	NCBI Gene ESummary
108203125	LOC108203125	DCAR_029405	NCBI Gene ESummary
108203126	LOC108203126	DCAR_030305	NCBI Gene ESummary
108203127	LOC108203127	DCAR_0934608	NCBI Gene ESummary
108203128	LOC108203128	DCAR_030022	NCBI Gene ESummary
108203129	LOC108203129	DCAR_030981	NCBI Gene ESummary
108203130	LOC108203130	DCAR_029255	NCBI Gene ESummary
108203131	LOC108203131	DCAR_004192	NCBI Gene ESummary
108203133	LOC108203133	DCAR_030888	NCBI Gene ESummary
108203134	LOC108203134	DCAR_029249	NCBI Gene ESummary
108203135	LOC108203135	DCAR_030904	NCBI Gene ESummary
108203136	LOC108203136	DCAR_029143	NCBI Gene ESummary
108203137	LOC108203137	DCAR_029109	NCBI Gene ESummary
108203138	LOC108203138	DCAR_029923	NCBI Gene ESummary
108203139	LOC108203139	DCAR_022071	NCBI Gene ESummary
108203140	LOC108203140	DCAR_029455	NCBI Gene ESummary
108203141	LOC108203141	DCAR_029902	NCBI Gene ESummary
108203142	LOC108203142	DCAR_0936111	NCBI Gene ESummary
108203143	LOC108203143	DCAR_029969	NCBI Gene ESummary
108203144	LOC108203144	DCAR_030772	NCBI Gene ESummary
108203145	LOC108203145	DCAR_030401	NCBI Gene ESummary
108203146	LOC108203146	DCAR_029004	NCBI Gene ESummary
108203147	LOC108203147	DCAR_003427	NCBI Gene ESummary
108203148	LOC108203148	DCAR_029003	NCBI Gene ESummary
108203149	LOC108203149	DCAR_029193	NCBI Gene ESummary
108203150	LOC108203150	DCAR_029184	NCBI Gene ESummary
108203151	LOC108203151	DCAR_030210	NCBI Gene ESummary
108203152	LOC108203152	DCAR_029930	NCBI Gene ESummary
108203153	LOC108203153	DCAR_031095	NCBI Gene ESummary
108203154	LOC108203154	DCAR_029363	NCBI Gene ESummary
108203155	LOC108203155	DCAR_003428	NCBI Gene ESummary
108203156	LOC108203156	DCAR_030712	NCBI Gene ESummary
108203157	LOC108203157	DCAR_030180	NCBI Gene ESummary
108203158	LOC108203158	DCAR_031046	NCBI Gene ESummary
108203159	LOC108203159	DCAR_029190	NCBI Gene ESummary
108203160	LOC108203160	DCAR_030032	NCBI Gene ESummary
108203161	LOC108203161	DCAR_029973	NCBI Gene ESummary
108203162	LOC108203162	DCAR_0103633	NCBI Gene ESummary
108203163	LOC108203163	DCAR_0934756	NCBI Gene ESummary
108203164	LOC108203164	DCAR_030177	NCBI Gene ESummary
108203165	LOC108203165	DCAR_029639	NCBI Gene ESummary
108203166	LOC108203166	DCAR_029640	NCBI Gene ESummary
108203168	LOC108203168	DCAR_030326	NCBI Gene ESummary
108203169	LOC108203169	DCAR_0935364	NCBI Gene ESummary
108203171	LOC108203171	DCAR_029281	NCBI Gene ESummary
108203172	LOC108203172	DCAR_000780	NCBI Gene ESummary
108203173	LOC108203173	DCAR_030972	NCBI Gene ESummary
108203174	LOC108203174	DCAR_030072	NCBI Gene ESummary
108203175	LOC108203175	DCAR_030741	NCBI Gene ESummary
108203176	LOC108203176	DCAR_030041	NCBI Gene ESummary
108203177	LOC108203177	DCAR_0933546	NCBI Gene ESummary
108203178	LOC108203178	DCAR_031104	NCBI Gene ESummary
108203179	LOC108203179	DCAR_030063	NCBI Gene ESummary
108203180	LOC108203180	DCAR_030562	NCBI Gene ESummary
108203181	LOC108203181	DCAR_030619	NCBI Gene ESummary
108203182	LOC108203182	DCAR_003056	NCBI Gene ESummary
108203183	LOC108203183	DCAR_031059	NCBI Gene ESummary
108203184	LOC108203184	DCAR_030757	NCBI Gene ESummary
108203185	LOC108203185	DCAR_0935732	NCBI Gene ESummary
108203186	LOC108203186	DCAR_029583	NCBI Gene ESummary
108203187	LOC108203187	DCAR_030540	NCBI Gene ESummary
108203193	LOC108203193	DCAR_001056	NCBI Gene ESummary
108203209	LOC108203209	DCAR_001057	NCBI Gene ESummary
108203222	LOC108203222	DCAR_001032	NCBI Gene ESummary
108203227	LOC108203227	DCAR_001031	NCBI Gene ESummary
108203233	LOC108203233	DCAR_0102724	NCBI Gene ESummary
108203234	LOC108203234	DCAR_0205743	NCBI Gene ESummary
108203237	LOC108203237	DCAR_0205765	NCBI Gene ESummary
108203239	LOC108203239	DCAR_0205758	NCBI Gene ESummary
108203246	LOC108203246	DCAR_0205746	NCBI Gene ESummary
108203250	LOC108203250	DCAR_0103435	NCBI Gene ESummary
108203255	LOC108203255	DCAR_0205723	NCBI Gene ESummary
108203259	LOC108203259	DCAR_003505	NCBI Gene ESummary
108203260	LOC108203260	DCAR_0205717	NCBI Gene ESummary
108203261	LOC108203261	DCAR_0205715	NCBI Gene ESummary
108203262	LOC108203262	DCAR_0205740	NCBI Gene ESummary
108203264	LOC108203264	DCAR_0205741	NCBI Gene ESummary
108203265	LOC108203265	DCAR_000759	NCBI Gene ESummary
108203267	LOC108203267	DCAR_0205726	NCBI Gene ESummary
108203270	LOC108203270	DCAR_0100556	NCBI Gene ESummary
108203274	LOC108203274	DCAR_000760	NCBI Gene ESummary
108203276	LOC108203276	DCAR_0519995	NCBI Gene ESummary
108203278	LOC108203278	DCAR_0520013	NCBI Gene ESummary
108203279	LOC108203279	DCAR_002974	NCBI Gene ESummary
108203281	LOC108203281	DCAR_000758	NCBI Gene ESummary
108203285	LOC108203285	DCAR_003498	NCBI Gene ESummary
108203289	LOC108203289	DCAR_001509	NCBI Gene ESummary
108203290	LOC108203290	DCAR_0519996	NCBI Gene ESummary
108203294	LOC108203294	DCAR_002847	NCBI Gene ESummary
108203297	LOC108203297	DCAR_002848	NCBI Gene ESummary
108203299	LOC108203299	DCAR_0728195	NCBI Gene ESummary
108203300	LOC108203300	DCAR_004347	NCBI Gene ESummary
108203301	LOC108203301	DCAR_0728191	NCBI Gene ESummary
108203303	LOC108203303	DCAR_0728186	NCBI Gene ESummary
108203304	LOC108203304	DCAR_0728182	NCBI Gene ESummary
108203306	LOC108203306	DCAR_0728177	NCBI Gene ESummary
108203310	LOC108203310	DCAR_004348	NCBI Gene ESummary
108203312	LOC108203312	DCAR_004044	NCBI Gene ESummary
108203319	LOC108203319	DCAR_003897	NCBI Gene ESummary
108203322	LOC108203322	DCAR_0104467	NCBI Gene ESummary
108203329	LOC108203329	DCAR_0104468	NCBI Gene ESummary
108203337	LOC108203337	DCAR_0934828	NCBI Gene ESummary
108203339	LOC108203339	DCAR_001321	NCBI Gene ESummary
108203346	LOC108203346	DCAR_0934820	NCBI Gene ESummary
108203347	LOC108203347	DCAR_0934819	NCBI Gene ESummary
108203348	LOC108203348	DCAR_001322	NCBI Gene ESummary
108203349	LOC108203349	DCAR_0934802	NCBI Gene ESummary
108203351	LOC108203351	DCAR_002177	NCBI Gene ESummary
108203356	LOC108203356	DCAR_002178	NCBI Gene ESummary
108203357	LOC108203357	DCAR_0623336	NCBI Gene ESummary
108203358	LOC108203358	DCAR_0623334	NCBI Gene ESummary
108203361	LOC108203361	DCAR_003001	NCBI Gene ESummary
108203367	LOC108203367	DCAR_0103153	NCBI Gene ESummary
108203375	LOC108203375	DCAR_000684	NCBI Gene ESummary
108203379	LOC108203379	DCAR_000686	NCBI Gene ESummary
108203386	LOC108203386	DCAR_000685	NCBI Gene ESummary
108203389	LOC108203389	DCAR_001543	NCBI Gene ESummary
108203392	LOC108203392	DCAR_004457	NCBI Gene ESummary
108203395	LOC108203395	DCAR_0311578	NCBI Gene ESummary
108203396	LOC108203396	DCAR_004382	NCBI Gene ESummary
108203397	LOC108203397	DCAR_004458	NCBI Gene ESummary
108203401	LOC108203401	DCAR_002763	NCBI Gene ESummary
108203405	LOC108203405	DCAR_002764	NCBI Gene ESummary
108203407	LOC108203407	DCAR_0414514	NCBI Gene ESummary
108203409	LOC108203409	DCAR_002765	NCBI Gene ESummary
108203413	LOC108203413	DCAR_003068	NCBI Gene ESummary
108203417	LOC108203417	DCAR_001843	NCBI Gene ESummary
108203422	LOC108203422	DCAR_0205270	NCBI Gene ESummary
108203428	LOC108203428	DCAR_0205266	NCBI Gene ESummary
108203430	LOC108203430	DCAR_0104949	NCBI Gene ESummary
108203434	LOC108203434	DCAR_0205258	NCBI Gene ESummary
108203436	LOC108203436	DCAR_004711	NCBI Gene ESummary
108203440	LOC108203440	DCAR_0414492	NCBI Gene ESummary
108203442	LOC108203442	DCAR_003434	NCBI Gene ESummary
108203448	LOC108203448	DCAR_003436	NCBI Gene ESummary
108203449	LOC108203449	DCAR_0414581	NCBI Gene ESummary
108203450	LOC108203450	DCAR_0414591	NCBI Gene ESummary
108203456	LOC108203456	DCAR_0414578	NCBI Gene ESummary
108203461	LOC108203461	DCAR_0414598	NCBI Gene ESummary
108203464	LOC108203464	DCAR_0414605	NCBI Gene ESummary
108203465	LOC108203465	DCAR_003435	NCBI Gene ESummary
108203468	LOC108203468	DCAR_0414614	NCBI Gene ESummary
108203470	LOC108203470	DCAR_003783	NCBI Gene ESummary
108203476	LOC108203476	DCAR_0414629	NCBI Gene ESummary
108203481	LOC108203481	DCAR_004376	NCBI Gene ESummary
108203487	LOC108203487	DCAR_003535	NCBI Gene ESummary
108203489	LOC108203489	DCAR_000609	NCBI Gene ESummary
108203490	LOC108203490	DCAR_002698	NCBI Gene ESummary
108203491	LOC108203491	DCAR_031357	NCBI Gene ESummary
108203494	LOC108203494	DCAR_0934366	NCBI Gene ESummary
108203500	LOC108203500	DCAR_004205	NCBI Gene ESummary
108203503	LOC108203503	DCAR_004206	NCBI Gene ESummary
108203509	LOC108203509	DCAR_003542	NCBI Gene ESummary
108203522	LOC108203522	DCAR_003541	NCBI Gene ESummary
108203529	LOC108203529	DCAR_003544	NCBI Gene ESummary
108203533	LOC108203533	DCAR_0205638	NCBI Gene ESummary
108203535	LOC108203535	DCAR_003543	NCBI Gene ESummary
108203538	LOC108203538	DCAR_0101423	NCBI Gene ESummary
108203540	LOC108203540	DCAR_0623477	NCBI Gene ESummary
108203542	LOC108203542	DCAR_003899	NCBI Gene ESummary
108203547	LOC108203547	DCAR_001475	NCBI Gene ESummary
108203550	LOC108203550	DCAR_0623454	NCBI Gene ESummary
108203551	LOC108203551	DCAR_0623435	NCBI Gene ESummary
108203552	LOC108203552	DCAR_001476	NCBI Gene ESummary
108203553	LOC108203553	DCAR_0623428	NCBI Gene ESummary
108203560	LOC108203560	DCAR_0104664	NCBI Gene ESummary
108203561	LOC108203561	DCAR_001668	NCBI Gene ESummary
108203570	LOC108203570	DCAR_001667	NCBI Gene ESummary
108203584	LOC108203584	DCAR_006316	NCBI Gene ESummary
108203586	LOC108203586	DCAR_001669	NCBI Gene ESummary
108203594	LOC108203594	DCAR_001550	NCBI Gene ESummary
108203600	LOC108203600	DCAR_001982	NCBI Gene ESummary
108203610	LOC108203610	DCAR_003304	NCBI Gene ESummary
108203614	LOC108203614	DCAR_003305	NCBI Gene ESummary
108203623	LOC108203623	DCAR_0830595	NCBI Gene ESummary
108203626	LOC108203626	DCAR_003306	NCBI Gene ESummary
108203629	LOC108203629	DCAR_0934665	NCBI Gene ESummary
108203632	LOC108203632	DCAR_0101105	NCBI Gene ESummary
108203633	LOC108203633	DCAR_0101948	NCBI Gene ESummary
108203634	LOC108203634	DCAR_020378	NCBI Gene ESummary
108203638	LOC108203638	DCAR_009225	NCBI Gene ESummary
108203641	LOC108203641	DCAR_001923	NCBI Gene ESummary
108203644	LOC108203644	DCAR_003086	NCBI Gene ESummary
108203649	LOC108203649	DCAR_0519886	NCBI Gene ESummary
108203651	LOC108203651	DCAR_003248	NCBI Gene ESummary
108203657	LOC108203657	DCAR_0104750	NCBI Gene ESummary
108203658	LOC108203658	DCAR_0310292	NCBI Gene ESummary
108203659	LOC108203659	DCAR_0624411	NCBI Gene ESummary
108203660	LOC108203660	DCAR_003250	NCBI Gene ESummary
108203663	LOC108203663	DCAR_0519616	NCBI Gene ESummary
108203664	LOC108203664	DCAR_0831903	NCBI Gene ESummary
108203669	LOC108203669	DCAR_003249	NCBI Gene ESummary
108203670	LOC108203670	DCAR_0206167	NCBI Gene ESummary
108203672	LOC108203672	DCAR_003537	NCBI Gene ESummary
108203675	LOC108203675	DCAR_0104282	NCBI Gene ESummary
108203676	LOC108203676	DCAR_002697	NCBI Gene ESummary
108203679	LOC108203679	DCAR_003280	NCBI Gene ESummary
108203683	LOC108203683	DCAR_004512	NCBI Gene ESummary
108203685	LOC108203685	DCAR_0310371	NCBI Gene ESummary
108203688	LOC108203688	DCAR_0104882	NCBI Gene ESummary
108203690	LOC108203690	DCAR_004443	NCBI Gene ESummary
108203693	LOC108203693	DCAR_004442	NCBI Gene ESummary
108203697	LOC108203697	DCAR_004441	NCBI Gene ESummary
108203698	LOC108203698	DCAR_0208284	NCBI Gene ESummary
108203700	LOC108203700	DCAR_003284	NCBI Gene ESummary
108203701	LOC108203701	DCAR_004369	NCBI Gene ESummary
108203703	LOC108203703	DCAR_003238	NCBI Gene ESummary
108203705	LOC108203705	DCAR_004372	NCBI Gene ESummary
108203711	LOC108203711	DCAR_001341	NCBI Gene ESummary
108203726	LOC108203726	DCAR_004410	NCBI Gene ESummary
108203730	LOC108203730	DCAR_0205233	NCBI Gene ESummary
108203733	LOC108203733	DCAR_0311630	NCBI Gene ESummary
108203736	LOC108203736	DCAR_004590	NCBI Gene ESummary
108203742	LOC108203742	DCAR_004794	NCBI Gene ESummary
108203744	LOC108203744	DCAR_004591	NCBI Gene ESummary
108203752	LOC108203752	DCAR_0414637	NCBI Gene ESummary
108203756	LOC108203756	DCAR_004180	NCBI Gene ESummary
108203758	LOC108203758	DCAR_004179	NCBI Gene ESummary
108203761	LOC108203761	DCAR_0830992	NCBI Gene ESummary
108203763	LOC108203763	DCAR_004176	NCBI Gene ESummary
108203769	LOC108203769	DCAR_0101675	NCBI Gene ESummary
108203771	LOC108203771	DCAR_0313177	NCBI Gene ESummary
108203774	LOC108203774	DCAR_0205542	NCBI Gene ESummary
108203777	LOC108203777	DCAR_002781	NCBI Gene ESummary
108203778	LOC108203778	DCAR_0100163	NCBI Gene ESummary
108203779	LOC108203779	DCAR_002780	NCBI Gene ESummary
108203782	LOC108203782	DCAR_0934382	NCBI Gene ESummary
108203783	LOC108203783	DCAR_001480	NCBI Gene ESummary
108203787	LOC108203787	DCAR_001796	NCBI Gene ESummary
108203790	LOC108203790	DCAR_001779	NCBI Gene ESummary
108203792	LOC108203792	DCAR_001780	NCBI Gene ESummary
108203794	LOC108203794	DCAR_0520027	NCBI Gene ESummary
108203796	LOC108203796	DCAR_0520026	NCBI Gene ESummary
108203799	LOC108203799	DCAR_001777	NCBI Gene ESummary
108203803	LOC108203803	DCAR_0100989	NCBI Gene ESummary
108203807	LOC108203807	DCAR_001957	NCBI Gene ESummary
108203808	LOC108203808	DCAR_004440	NCBI Gene ESummary
108203811	LOC108203811	DCAR_006192	NCBI Gene ESummary
108203813	LOC108203813	DCAR_0520838	NCBI Gene ESummary
108203815	LOC108203815	DCAR_001369	NCBI Gene ESummary
108203819	LOC108203819	DCAR_0311591	NCBI Gene ESummary
108203823	LOC108203823	DCAR_003834	NCBI Gene ESummary
108203828	LOC108203828	DCAR_0933528	NCBI Gene ESummary
108203830	LOC108203830	DCAR_002525	NCBI Gene ESummary
108203832	LOC108203832	DCAR_0933530	NCBI Gene ESummary
108203837	LOC108203837	DCAR_001384	NCBI Gene ESummary
108203840	LOC108203840	DCAR_003043	NCBI Gene ESummary
108203841	LOC108203841	DCAR_0100471	NCBI Gene ESummary
108203848	LOC108203848	DCAR_003002	NCBI Gene ESummary
108203855	LOC108203855	DCAR_001927	NCBI Gene ESummary
108203860	LOC108203860	DCAR_0101417	NCBI Gene ESummary
108203863	LOC108203863	DCAR_003880	NCBI Gene ESummary
108203864	LOC108203864	DCAR_0728148	NCBI Gene ESummary
108203869	LOC108203869	DCAR_003879	NCBI Gene ESummary
108203878	LOC108203878	DCAR_0104122	NCBI Gene ESummary
108203885	LOC108203885	DCAR_004492	NCBI Gene ESummary
108203889	LOC108203889	DCAR_0101061	NCBI Gene ESummary
108203892	LOC108203892	DCAR_0104859	NCBI Gene ESummary
108203897	LOC108203897	DCAR_0830729	NCBI Gene ESummary
108203902	LOC108203902	DCAR_0100614	NCBI Gene ESummary
108203907	LOC108203907	DCAR_0311564	NCBI Gene ESummary
108203909	LOC108203909	DCAR_0100613	NCBI Gene ESummary
108203915	LOC108203915	DCAR_0934600	NCBI Gene ESummary
108203916	LOC108203916	DCAR_003220	NCBI Gene ESummary
108203923	LOC108203923	DCAR_003884	NCBI Gene ESummary
108203927	LOC108203927	DCAR_0522659	NCBI Gene ESummary
108203931	LOC108203931	DCAR_0105017	NCBI Gene ESummary
108203932	LOC108203932	DCAR_0312124	NCBI Gene ESummary
108203936	LOC108203936	DCAR_0311624	NCBI Gene ESummary
108203943	LOC108203943	DCAR_004328	NCBI Gene ESummary
108203958	LOC108203958	DCAR_004625	NCBI Gene ESummary
108203967	LOC108203967	DCAR_000737	NCBI Gene ESummary
108203972	LOC108203972	DCAR_000738	NCBI Gene ESummary
108203976	LOC108203976	DCAR_003775	NCBI Gene ESummary
108203983	LOC108203983	DCAR_0727658	NCBI Gene ESummary
108203984	LOC108203984	DCAR_003776	NCBI Gene ESummary
108203986	LOC108203986	DCAR_003951	NCBI Gene ESummary
108203990	LOC108203990	DCAR_0205301	NCBI Gene ESummary
108203993	LOC108203993	DCAR_0104580	NCBI Gene ESummary
108203996	LOC108203996	DCAR_0522551	NCBI Gene ESummary
108203997	LOC108203997	DCAR_0414447	NCBI Gene ESummary
108203999	LOC108203999	DCAR_001098	NCBI Gene ESummary
108204000	LOC108204000	DCAR_0205243	NCBI Gene ESummary
108204002	LOC108204002	DCAR_0205244	NCBI Gene ESummary
108204003	LOC108204003	DCAR_017240	NCBI Gene ESummary
108204010	LOC108204010	DCAR_001727	NCBI Gene ESummary
108204012	LOC108204012	DCAR_004690	NCBI Gene ESummary
108204014	LOC108204014	DCAR_0414439	NCBI Gene ESummary
108204017	LOC108204017	DCAR_002685	NCBI Gene ESummary
108204019	LOC108204019	DCAR_0831012	NCBI Gene ESummary
108204020	LOC108204020	DCAR_002688	NCBI Gene ESummary
108204025	LOC108204025	DCAR_0102814	NCBI Gene ESummary
108204028	LOC108204028	DCAR_001661	NCBI Gene ESummary
108204032	LOC108204032	DCAR_000507	NCBI Gene ESummary
108204039	LOC108204039	DCAR_000508	NCBI Gene ESummary
108204048	LOC108204048	DCAR_0830927	NCBI Gene ESummary
108204051	LOC108204051	DCAR_0830931	NCBI Gene ESummary
108204055	LOC108204055	DCAR_0831183	NCBI Gene ESummary
108204063	LOC108204063	DCAR_004536	NCBI Gene ESummary
108204071	LOC108204071	DCAR_003642	NCBI Gene ESummary
108204074	LOC108204074	DCAR_0101050	NCBI Gene ESummary
108204076	LOC108204076	DCAR_003643	NCBI Gene ESummary
108204080	LOC108204080	DCAR_001213	NCBI Gene ESummary
108204087	LOC108204087	DCAR_003299	NCBI Gene ESummary
108204091	LOC108204091	DCAR_003375	NCBI Gene ESummary
108204097	LOC108204097	DCAR_003903	NCBI Gene ESummary
108204104	LOC108204104	DCAR_003902	NCBI Gene ESummary
108204106	LOC108204106	DCAR_0935507	NCBI Gene ESummary
108204108	LOC108204108	DCAR_0105083	NCBI Gene ESummary
108204114	LOC108204114	DCAR_004673	NCBI Gene ESummary
108204121	LOC108204121	DCAR_004674	NCBI Gene ESummary
108204123	LOC108204123	DCAR_0934509	NCBI Gene ESummary
108204133	LOC108204133	DCAR_001686	NCBI Gene ESummary
108204134	LOC108204134	DCAR_002197	NCBI Gene ESummary
108204137	LOC108204137	DCAR_000525	NCBI Gene ESummary
108204145	LOC108204145	DCAR_032343	NCBI Gene ESummary
108204152	LOC108204152	DCAR_000526	NCBI Gene ESummary
108204167	LOC108204167	DCAR_0102819	NCBI Gene ESummary
108204171	LOC108204171	DCAR_002689	NCBI Gene ESummary
108204177	LOC108204177	DCAR_003861	NCBI Gene ESummary
108204183	LOC108204183	DCAR_004208	NCBI Gene ESummary
108204187	LOC108204187	DCAR_003130	NCBI Gene ESummary
108204192	LOC108204192	DCAR_0103305	NCBI Gene ESummary
108204197	LOC108204197	DCAR_001115	NCBI Gene ESummary
108204211	LOC108204211	DCAR_004550	NCBI Gene ESummary
108204214	LOC108204214	DCAR_0104928	NCBI Gene ESummary
108204215	LOC108204215	DCAR_001388	NCBI Gene ESummary
108204216	LOC108204216	DCAR_002316	NCBI Gene ESummary
108204217	LOC108204217	DCAR_003411	NCBI Gene ESummary
108204221	LOC108204221	DCAR_004772	NCBI Gene ESummary
108204222	LOC108204222	DCAR_004773	NCBI Gene ESummary
108204223	LOC108204223	DCAR_004774	NCBI Gene ESummary
108204224	LOC108204224	DCAR_002980	NCBI Gene ESummary
108204225	LOC108204225	DCAR_004076	NCBI Gene ESummary
108204226	LOC108204226	DCAR_003477	NCBI Gene ESummary
108204227	LOC108204227	DCAR_000979	NCBI Gene ESummary
108204228	LOC108204228	DCAR_003015	NCBI Gene ESummary
108204229	LOC108204229	DCAR_002971	NCBI Gene ESummary
108204230	LOC108204230	DCAR_003094	NCBI Gene ESummary
108204231	LOC108204231	DCAR_0103267	NCBI Gene ESummary
108204232	LOC108204232	DCAR_003095	NCBI Gene ESummary
108204233	LOC108204233	DCAR_003533	NCBI Gene ESummary
108204234	LOC108204234	DCAR_0104194	NCBI Gene ESummary
108204235	LOC108204235	DCAR_0104193	NCBI Gene ESummary
108204237	LOC108204237	DCAR_001371	NCBI Gene ESummary
108204238	LOC108204238	DCAR_001370	NCBI Gene ESummary
108204239	LOC108204239	DCAR_004585	NCBI Gene ESummary
108204240	LOC108204240	DCAR_004586	NCBI Gene ESummary
108204241	LOC108204241	DCAR_001309	NCBI Gene ESummary
108204242	LOC108204242	DCAR_0100739	NCBI Gene ESummary
108204243	LOC108204243	DCAR_0100737	NCBI Gene ESummary
108204244	LOC108204244	DCAR_003054	NCBI Gene ESummary
108204245	LOC108204245	DCAR_0100738	NCBI Gene ESummary
